ID,Project Title,Donor(s),Category,Status,Start Date,End Date,Country Implementation (New),Ocean Region,Beneficiaries ,Implementing Agency,Total Project Cost,Primary Funding,Co-funding,Ecosystem,Web Link,Further Information
466,Florida's FY13-14 Coral Reef Conservation Cooperative Agreement,NOAA Coral Reef Conservation Program,Conservation and Sustainability,Data not available,2013,Data not available,United States of America,Atlantic; Wider Caribbean,Florida Department of Environmental Protection,Florida Department of Environmental Protection,USD 1369554,USD 710171,USD 659383,Coral Reef,https://ocmcoralreef.blob.core.windows.net/coralreef-prod/media/docs/fy13_grant_awards.pdf,State and Territorial Coral Reef Conservation Cooperative Agreements
460,Florida's FY15-16 Coral Reef Conservation Cooperative Agreement,NOAA Coral Reef Conservation Program,Conservation and Sustainability,Data not available,2016,Data not available,United States of America,Atlantic; Wider Caribbean,Florida Department of Environmental Protection,Florida Department of Environmental Protection,USD 1454265,USD 801000,USD 653265,Coral Reef,https://ocmcoralreef.blob.core.windows.net/coralreef-prod/media/docs/FY16_ALLCoralGrants_10.6.16-FINAL.pdf,State and Territorial Coral Reef Conservation Cooperative Agreements
462,Florida's FY15-16 Coral Reef Conservation Cooperative Agreement,NOAA Coral Reef Conservation Program,Conservation and Sustainability,Data not available,2015,Data not available,United States of America,Atlantic; Wider Caribbean,Florida Department of Environmental Protection,Florida Department of Environmental Protection,USD 1450765,USD 805000,USD 645765,Coral Reef,https://ocmcoralreef.blob.core.windows.net/coralreef-prod/media/docs/FY15_ALLCoralGrants_100215.pdf,State and Territorial Coral Reef Conservation Cooperative Agreements
89,Fondo para el mercadeo de Turismo Comunitario Sian Ka’an,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2005,2006,Mexico,Wider Caribbean; North-East Pacific,Herencia Punta Allen A.C.,Herencia Punta Allen A.C.,USD 21350,USD 20500,USD 850,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=9405&Itemid=272,Data not available
296,Fostering Financial Sustainability of Oak Foundation Grantees in Belize,Oak Foundation,Monitoring and Research,Active,2016,2016,Belize,Wider Caribbean,Data not available,Data not available,USD 50000,USD 50000,Data not available,Coral Reef,Data not available,Data not available
247,From awareness to action: Building community and coral reef resilience in Tioman Island - Malaysia,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2014,2017,Malaysia,East Asian Sea,Pertubuhan alam sekitar ecoknights kula lumpur dan selangor,Pertubuhan alam sekitar ecoknights kuala lumpur dan selangor,USD 114720,USD 48797,USD 65923,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=22703&Itemid=272,Data not available
209,From Ridge to Reef,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2013,2015,Indonesia,East Asian Sea,Komunitas Sahabat Alam,Komunitas Sahabat Alam,USD 56138,USD 20000,USD 36138,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=20134&Itemid=272,The totality of mangrove forest management strategy in Selat Nasik Island as efforts to integrating and sustaining the ecosystems management of the Islands and its life resources
424,FSM: Eot Mangrove Replanting andTaro Patch Restoration Project,Global Environment Facility (GEF) Small Grants Programme,Marine Protected Areas Management,Not yet active / Not yet approved,2014,2014,Micronesia Federated States of,Pacific,Ipwe Pan Fishing Association,Ipwe Pan Fishing Association,USD 7600,USD 5000,USD 2600,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=22100&Itemid=272,Data not available
72,FSM: Improving community-based MPA management by designing floating rafts as portable surveillance stations to help minimize poaching activities and for utilization of sustainable income generating projects as a model for Pohnpei MPA Network,Global Environment Facility (GEF) Small Grants Programme,Marine Protected Areas Management,Closed,2007,2008,Micronesia Federated States of,Pacific,Conservation Society of Pohnpei,Conservation Society of Pohnpei,USD 35991,USD 20650,USD 15341,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=11946&Itemid=272,Data not available
380,Fuailoloo Mulifanua Village Marine Resource Rehabilitation Project,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Active,2015,2017,Samoa,Pacific,Alii ma Faipule Fuailoloo Mulifanua,Alii ma Faipule Fuailoloo Mulifanua,USD 45000,USD 35000,USD 10000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23547&Itemid=272,Data not available
431,Future of Reefs in a Changing Environment (FORCE): An ecosystem approach to managing Caribbean coral reefs in the face of climate change,European Commission Framework Programme 7,Climate Change Resilience; Conservation and Sustainability,Closed,2010,2014,Saint Kitts and Nevis; Belize; Barbados; Honduras,Wider Caribbean,University of Exeter,University of Exeter,USD 11413005,USD 8611260,USD 2801744,Coral Reef,https://cordis.europa.eu/project/rcn/93849_en.html,Data not available
447,Future Reef 2.0 Project,Great Barrier Reef Foundation,Climate Change Resilience; Monitoring and Research,Active,2013,Data not available,Australia,Pacific,CSIRO; Rio Tinto; Australian Institute of Marine Science,CSIRO; Rio Tinto; Australian Institute of Marine Science,Data not available,Data not available,Data not available,Coral Reef,https://www.barrierreef.org/science-with-impact/real-time-reef-status-tools,http://ereefs.org.au/ereefs
50,Future replication and expansion of Small Grants Programme (SGP) artifical reef pyramids through enhanced communication material,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2005,2009,Iran Islamic Republic of,ROPME Sea Area,Salakh Fishery Co-operative in partnership with a team of Environmental Experts,Salakh Fishery Co-operative in partnership with a team of Environmental Experts,USD 12000,USD 10000,USD 2000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=9287&Itemid=272,Data not available
461,FY15-FY16 Hawaii Coral Reef Management Cooperative Agreement,NOAA Coral Reef Conservation Program,Conservation and Sustainability,Data not available,2016,Data not available,United States of America,Pacific,Hawai'i Department of Land and Natural Resources (DLNR) (Division of Aquatic Resources),Hawai'i Department of Land and Natural Resources (DLNR) (Division of Aquatic Resources),USD 1297700,USD 717000,USD 580700,Coral Reef,https://ocmcoralreef.blob.core.windows.net/coralreef-prod/media/docs/FY16_ALLCoralGrants_10.6.16-FINAL.pdf,State and Territorial Coral Reef Conservation Cooperative Agreements
463,FY15-FY16 Hawaii Coral Reef Management Cooperative Agreement,NOAA Coral Reef Conservation Program,Conservation and Sustainability,Data not available,2015,Data not available,United States of America,Pacific,Hawai'i Department of Land and Natural Resources (DLNR) (Division of Aquatic Resources),Hawai'i Department of Land and Natural Resources (DLNR) (Division of Aquatic Resources),USD 1505000,USD 770000,USD 735000,Coral Reef,https://ocmcoralreef.blob.core.windows.net/coralreef-prod/media/docs/FY15_ALLCoralGrants_100215.pdf,State and Territorial Coral Reef Conservation Cooperative Agreements
398,Gestao comunitaria da floresta de mangal e promocao de actividades alternativas de subsistencia do distrito de mussoril,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2013,Data not available,Mozambique,Eastern Africa,Associacao Mocambican de gestao de recursos naturais e desenvolvimento comunitario,Associacao mocambican de gestao de recursos naturais e desenvolvimento comunitario (CDR),USD 43005,USD 20205,USD 22800,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=20000&Itemid=272,Data not available
278,"Giving impetus to a collective movement in
favour of the preservation of coastal wetlands
in EU overseas territories",French Development Agency (AFD); European Commision through Biodiversity and Ecosystem Services in Territories of European Overseas Initiative (BEST),Marine Protected Areas Management,Closed,2012,2014,France,Wider Caribbean,The Conservatoire de littoral,Altier Technique des Espaces Naturels (ATEN),Data not available,Data not available,Data not available,Mangrove,http://ec.europa.eu/environment/nature/biodiversity/best/pdf/fs_mang.final.pdf,Data not available
298,Global Assessment for Small Scale Fisheries,Oak Foundation,Fisheries Management and Governance,Active,2016,2017,United States of America,North West Atlantic,Data not available,Data not available,USD 149992,USD 149992,Data not available,Coral Reef,Data not available,Data not available
443,Global climate change models to inform locally appropriate strategies for conserving coral reefs,MacArthur Foundation,Climate Change Resilience; Monitoring and Research,Closed,2012,2015,Global,Global,Wildlife Conservation Society,Wildlife Conservation Society,USD 665000,USD 665000,USD 0,Coral Reef,https://www.macfound.org/grants/?amount_range=0&year_approved__min=2010&year_approved__max=2017&q=coral+reef,To refine global climate change models to inform locally appropriate strategies for conserving coral reefs in the presence of climate change (over three years).
429,Green Bubbles RISE for sustainable diving,European Commission Horizon 2020 RISE,Promoting sustainable living and alternative livelihoods,Active,2015,2018,Mozambique; Italy; Malta; Netherlands; South Africa; United States of America; Croatia; United Kingdom; Turkey,Eastern Africa; Mediterranean,Universita Politecnica delle Marche,Universita Politecnica delle Marche,USD 1728922,USD 1719316,USD 9605,Coral Reef,https://cordis.europa.eu/project/rcn/194095_en.html,This project is international with the main benefits to occur in Italy and Mozambique.
473,Guanica Treatment Wetlands and Stormwater Wetland Design,National Fish and Wildlife Foundation (Coral Reef Conservation Fund),Conservation and Sustainability,Active,2012,Data not available,United States of America,Wider Caribbean,Ridge To Reefs Inc.,Ridge To Reefs Inc.,USD 391128,USD 341128,USD 50000,Coral Reef,http://www.nfwf.org/whatwedo/grants/search/pages/grant-profile.aspx?EGID=29065,Design and build six to ten acres of treatment wetlands to address the largest single nitrogen source to Guanica Bay. Project will also design an additional two acres of wetlands to address town runoff entering the site.
19,Gulf of Thailand Conservation and Protection,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,1998,1998,Thailand,East Asian Sea,The Grantparents Group,The Grantparents Group,USD 15031,USD 10526,USD 4505,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=507&Itemid=272,Data not available
63,Hacia la conservación de los recursos marino-costero por una comunidad de pescadores artesanales del Golfo Dulce,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2008,2010,Costa Rica,Wider Caribbean; North-East Pacific,Asociación de Pescadores y Piangueros del Golfo Dulce,Asociación de Pescadores y Piangueros del Golfo Dulce,USD 27206,USD 20000,USD 7206,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=12335&Itemid=272,Data not available
474,Hawaii CREP Planners: Coordination Planning and Outreach,National Fish and Wildlife Foundation (Conservation Partners),Conservation and Sustainability,Closed,2012,Data not available,United States of America,Pacific,Hawai'i Department of Land and Natural Resources (DLNR),Hawai'i Department of Land and Natural Resources (DLNR),USD 575118,USD 249912,USD 325205,Coral Reef,http://www.nfwf.org/whatwedo/grants/search/pages/grant-profile.aspx?EGID=34638,Provide two dedicated planner positions to engage landowners in Hawaii CREP. Increased participation is needed to meet program goals including improving rare species habitat and reducing sedimentation.
469,Hawaii's FY11-12 Coral Reef Conservation Cooperative Agreement,NOAA Coral Reef Conservation Program,Conservation and Sustainability,Data not available,2011,Data not available,United States of America,Pacific,Hawai'i Department of Land and Natural Resources (DLNR) (Division of Aquatic Resources),Hawai'i Department of Land and Natural Resources (DLNR) (Division of Aquatic Resources),USD 990884,USD 700000,USD 290884,Coral Reef,https://ocmcoralreef.blob.core.windows.net/coralreef-prod/media/docs/fy11_grant_awards.pdf,State and Territorial Coral Reef Conservation Cooperative Agreements
